Timestamp,Email Address,Gym Name,Gym Website,Gym Phone Number,Google Maps Link,Climbing,Bouldering Wall Height (ft),Rope Wall Height (ft),Campus Board,Spray Wall,Kilter Board [7x10 (Home)],Kilter Board [8x12],Kilter Board [12x12],Kilter Board [16x12],Tension Board [Tension 1 8x10 Full Set],Tension Board [Tension 1 8x10 Set A],Tension Board [Tension 1 8x10 Set B],Tension Board [Tension 1 8x10 Set C],Tension Board [Tension 1 8x12 Full Set],Tension Board [Tension 1 8x12 Set A],Tension Board [Tension 1 8x12 Set B],Tension Board [Tension 1 8x12 Set C],Tension Board [Tension 2 8x10 Spray],Tension Board [Tension 2 8x10 Mirror],Tension Board [Tension 2 8x12 Spray],Tension Board [Tension 2 8x12 Mirror],Tension Board [Tension 2 12x10 Spray],Tension Board [Tension 2 12x10 Mirror],Tension Board [Tension 2 12x12 Spray],Tension Board [Tension 2 12x12 Mirror],MoonBoard [MoonBoard 2016],MoonBoard [MoonBoard 2017],MoonBoard [MoonBoard 2019],MoonBoard [MoonBoard 2024],MoonBoard [MoonBoard Mini 2020],Fitness,Where there any questions you were unsure of your answers on?,Feel free to add any notes or comments as you see fit about this gym!
2024-03-21T10:53:35Z,gus.lipkin@gmail.com,Movement Columbia,https://movementgyms.com/columbia/,14108720060,"https://www.google.com/maps/place/Movement+Columbia/@39.1779082,-76.8216577,15z/data=!3m1!4b1!4m6!3m5!1s0x89b7e091da639b7f:0x8a13b96e37d98e1a!8m2!3d39.1779087!4d-76.811358!16s%2Fg%2F1tc_m0sx?entry=ttu","Bouldering, Top Rope, Lead",NA,40,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-20T13:56:39Z,gus.lipkin@gmail.com,Carabiner's Climbing & Fitness,https://carabiners.com/,15089840808,"https://www.google.com/maps/place/Carabiner's+Climbing+%26+Fitness/@41.6422217,-70.9583553,15z/data=!3m1!4b1!4m6!3m5!1s0x89e4e386d0bd2021:0xce4e306630d14bfe!8m2!3d41.6422222!4d-70.9480556!16s%2Fg%2F1thxx78d?entry=ttu","Bouldering, Top Rope, Lead, Auto Belay",NA,65,No,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-20T13:46:08Z,gus.lipkin@gmail.com,Movement Rockville,https://movementgyms.com/rockville/,12402839942,"https://www.google.com/maps/place/Movement+Rockville/@39.0785431,-77.1537202,15z/data=!3m2!4b1!5s0x89b7cda168aae0e7:0x4761caaabcfb09fe!4m6!3m5!1s0x89b7cda14314ae75:0x7a5acd6fc72e0dab!8m2!3d39.0785436!4d-77.1434205!16s%2Fg%2F1tg2lkf6?entry=ttu","Bouldering, Top Rope, Lead, Speed",NA,45,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-20T13:41:04Z,gus.lipkin@gmail.com,Movement Hampden,https://movementgyms.com/hampden/,14107598330,"https://www.google.com/maps/place/Movement+Hampden/@39.3356966,-76.6547546,15z/data=!3m1!4b1!4m6!3m5!1s0x89c81b9a30b40d43:0x3ee2930648d36867!8m2!3d39.3356971!4d-76.6444549!16s%2Fg%2F11ghg31gl2?entry=ttu",Bouldering,15,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-20T13:36:30Z,gus.lipkin@gmail.com,Movement Lincoln Park,https://movementgyms.com/lincoln-park/,13125794454,"https://www.google.com/maps/place/Movement+Lincoln+Park/@41.9084203,-87.6601328,15z/data=!3m1!4b1!4m6!3m5!1s0x880fd3f8f516e015:0xae718411136012a1!8m2!3d41.9084208!4d-87.6498331!16s%2Fg%2F11qjptk9dp?entry=ttu","Bouldering, Top Rope, Lead, Speed",NA,56,Yes,,NA,NA,Adjustable,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-20T11:23:55Z,gus.lipkin@gmail.com,Movement Wrigleyville,https://movementgyms.com/wrigleyville/,18728179815,"https://www.google.com/maps/place/Movement+Wrigleyville/@41.94703,-87.6679584,15z/data=!3m1!4b1!4m6!3m5!1s0x880fd3b2f08e8e09:0xfd1e2d09c5581128!8m2!3d41.9470305!4d-87.6576587!16s%2Fg%2F11mvrg415b?entry=ttu",Bouldering,NA,NA,Yes,,NA,NA,Adjustable,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-20T11:18:35Z,gus.lipkin@gmail.com,Movement Golden,https://movementgyms.com/golden/,13032229564,"https://www.google.com/maps/place/Movement+Golden/@39.7281144,-105.2175977,15z/data=!3m2!4b1!5s0x876b84b819438599:0x4732c8c4abe50840!4m6!3m5!1s0x876b84b81b31d761:0xb383b8585d9e0078!8m2!3d39.7281149!4d-105.207298!16s%2Fg%2F1ptz0lr3j?entry=ttu","Bouldering, Top Rope, Lead",NA,45,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-20T11:13:56Z,gus.lipkin@gmail.com,Movement Boulder,https://movementgyms.com/boulder/,13034431505,"https://www.google.com/maps/place/Movement+Boulder/@40.030032,-105.2677732,15z/data=!3m1!4b1!4m6!3m5!1s0x876bee7bd2aa5b2f:0x9e6c4e0f3a81f826!8m2!3d40.0300325!4d-105.2574735!16s%2Fg%2F1tf16c6d?entry=ttu","Bouldering, Top Rope, Lead",NA,40,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-20T11:11:02Z,gus.lipkin@gmail.com,Movement Baker,https://movementgyms.com/baker/,17204767800,"https://www.google.com/maps/place/Movement+Baker/@39.7252587,-105.0129306,15z/data=!3m1!4b1!4m6!3m5!1s0x876c7f3a197e3f19:0xf3fcb68788594b8b!8m2!3d39.7252592!4d-105.0026309!16s%2Fg%2F11b6g9wpc6?entry=ttu","Bouldering, Top Rope, Lead",NA,50,No,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",boards,NA
2024-03-20T11:08:03Z,gus.lipkin@gmail.com,Movement RiNo,https://movementgyms.com/rino/,17206673059,"https://www.google.com/maps/place/Movement+RiNo/@39.7652629,-104.9889728,15z/data=!3m1!4b1!4m6!3m5!1s0x876c791f5a7cef1b:0xfa47cd52b97791de!8m2!3d39.7652634!4d-104.9786731!16s%2Fg%2F11g0hl213z?entry=ttu",Bouldering,15,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-19T11:25:31Z,gus.lipkin@gmail.com,Movement Englewood,https://movementgyms.com/englewood/,13032423555,"https://www.google.com/maps/place/Movement+Englewood/@39.6498513,-105.0111427,15z/data=!3m1!4b1!4m6!3m5!1s0x876c81761d49c305:0x64f5e99b2c07ee78!8m2!3d39.6498518!4d-105.000843!16s%2Fg%2F11g072r2_s?entry=ttu","Bouldering, Top Rope, Lead, Speed",NA,60,Yes,,NA,Adjustable,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-19T11:19:56Z,gus.lipkin@gmail.com,Movement Belmont,https://movementgyms.com/belmont/,16505913030,"https://www.google.com/maps/place/Movement+Belmont/@37.5289816,-122.2977977,15z/data=!3m1!4b1!4m6!3m5!1s0x808f9f3e2502dadd:0xff05b93c29e04210!8m2!3d37.528982!4d-122.287498!16s%2Fg%2F1tgfdlv9?entry=ttu","Bouldering, Top Rope, Lead",NA,40,No,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-19T11:16:26Z,gus.lipkin@gmail.com,Movement Sunnyvale,https://movementgyms.com/sunnyvale/,14089919090,"https://www.google.com/maps/place/Movement+Sunnyvale/@37.3842058,-122.0210556,15z/data=!3m1!4b1!4m6!3m5!1s0x808fb63eb3763753:0xd448d15aabe2f768!8m2!3d37.3842062!4d-122.0107559!16s%2Fg%2F1tfshmzd?entry=ttu","Bouldering, Top Rope, Lead",NA,50,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-19T11:10:53Z,gus.lipkin@gmail.com,Movement San Francisco,https://movementgyms.com/san-francisco/,14156923434,"https://www.google.com/maps/place/Movement+San+Francisco/@37.8041706,-122.4784887,15z/data=!3m1!4b1!4m6!3m5!1s0x808586dd47dc1d61:0x8f70157ca433cc78!8m2!3d37.804171!4d-122.468189!16s%2Fg%2F1263_g492?entry=ttu","Bouldering, Top Rope, Lead",NA,40,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",kilter,NA
2024-03-19T11:02:04Z,gus.lipkin@gmail.com,Movement Fountain Valley,https://movementgyms.com/fountain-valley/,16572015054,"https://www.google.com/maps/place/Movement+Fountain+Valley/@33.700888,-117.9446233,15z/data=!3m1!4b1!4m6!3m5!1s0x80dd27a78a72f545:0x8605858ef7be14be!8m2!3d33.7008884!4d-117.9343236!16s%2Fg%2F11h_fr95gp?entry=ttu",Bouldering,15,NA,Yes,,NA,NA,Adjustable,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-19T10:58:33Z,gus.lipkin@gmail.com,Movement Santa Clara,https://movementgyms.com/santa-clara/,16693426588,"https://www.google.com/maps/place/Movement+Santa+Clara/@37.3667313,-121.9582955,15z/data=!3m1!4b1!4m6!3m5!1s0x808fcb6aba9dbd55:0x5c51d01d1b38a6ef!8m2!3d37.3667317!4d-121.9479958!16s%2Fg%2F11fnbc477y?entry=ttu",Bouldering,15,NA,Yes,,NA,NA,Adjustable,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-06T12:00:00Z,gus.lipkin@gmail.com,DC Bouldering Project,https://www.dcboulderingproject.com/,12026672404,"https://www.google.com/maps/place/Bouldering+Project/@38.9115979,-77.014297,15z/data=!3m1!4b1!4m6!3m5!1s0x89b7b91183aa4fad:0x5ca9b1b8b2b93c84!8m2!3d38.9115984!4d-77.0039973!16s%2Fg%2F11rb_w6pmm?entry=ttu",Bouldering,NA,NA,No,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-06T11:56:01Z,gus.lipkin@gmail.com,"Seattle Bouldering Project, Poplar",https://seattleboulderingproject.com/,12062992300,"https://www.google.com/maps/place/Seattle+Bouldering+Project,+Poplar/@47.5934682,-122.3212461,15z/data=!3m2!4b1!5s0x54906a947c0dac93:0xceea0fcec5240cd6!4m6!3m5!1s0x54906a94784bad57:0xcb96c8b95f9ea169!8m2!3d47.5934687!4d-122.3109464!16s%2Fg%2F1tjdr0qb?entry=ttu","Bouldering, Treadwall",NA,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",NA,NA
2024-03-06T11:25:25Z,gus.lipkin@gmail.com,Seattle Bouldering Project Upper Walls,https://boulderingproject.com/location/fremont-upper-walls/,12065358077,"https://www.google.com/maps/place/Seattle+Bouldering+Project+Upper+Walls/@47.6514078,-122.3519828,15z/data=!3m1!4b1!4m6!3m5!1s0x5490153937a05df5:0x73ed3a005981b061!8m2!3d47.6514083!4d-122.3416831!16s%2Fg%2F11j7gwx8dt?entry=ttu",Bouldering,NA,NA,No,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,Yoga Studio,NA,NA
2024-03-05T11:40:31Z,gus.lipkin@gmail.com,"Seattle Bouldering Project, Fremont",https://boulderingproject.com/location/fremont-upper-walls/,12064307757,"https://www.google.com/maps/place/Seattle+Bouldering+Project,+Fremont/@47.6502921,-122.3417288,15z/data=!4m6!3m5!1s0x549015c3c88a5bc3:0x3d06df7a0866199d!8m2!3d47.6502921!4d-122.3417288!16s%2Fg%2F11j0qwh6sg?entry=ttu",Bouldering,NA,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Yoga Studio",decoy board?,NA
2024-03-05T11:35:56Z,gus.lipkin@gmail.com,Salt Lake Bouldering Project,https://boulderingproject.com/location/the-granary/,18014411387,"https://www.google.com/maps/place/Bouldering+Project/@40.7549587,-111.9133747,15z/data=!3m1!4b1!4m6!3m5!1s0x8752f57e96d69f45:0x9fb16a545363122b!8m2!3d40.7549592!4d-111.903075!16s%2Fg%2F11q4dz6dqn?entry=ttu",Bouldering,NA,NA,No,,NA,NA,NA,Adjustable,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adjustable,,,NA,NA,NA,"Cardio Machines, Free Weights, Yoga Studio",NA,NA
2024-03-05T11:29:34Z,gus.lipkin@gmail.com,Tempe Bouldering Project,https://boulderingproject.com/location/tempe/,14807169014,"https://www.google.com/maps/place/Bouldering+Project/@33.4004145,-111.9529012,15z/data=!4m17!1m10!3m9!1s0x872b0f57a05bacb9:0xc48a32a8e8c4a9db!2sBouldering+Project!8m2!3d33.4004145!4d-111.9529012!10e5!14m1!1BCgIgAQ!16s%2Fg%2F11tp5nwy55!3m5!1s0x872b0f57a05bacb9:0xc48a32a8e8c4a9db!8m2!3d33.4004145!4d-111.9529012!16s%2Fg%2F11tp5nwy55?entry=ttu",Bouldering,17,NA,No,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Free Weights, Yoga Studio",NA,NA
2024-03-03T21:15:43Z,gus.lipkin@gmail.com,Minneapolis Bouldering Project,https://boulderingproject.com/location/west-river/,16123082800,"https://www.google.com/maps/place/Bouldering+Project/@44.9935482,-93.2878549,15z/data=!3m1!4b1!4m6!3m5!1s0x52b33263d98702a3:0x69dabdb25117ec73!8m2!3d44.9935487!4d-93.2775552!16s%2Fg%2F11c6zxsn9f?entry=ttu","Bouldering, Treadwall",NA,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Free Weights, Yoga Studio",NA,NA
2024-03-01T10:55:32Z,gus.lipkin@gmail.com,Bouldering Project Brooklyn,https://boulderingproject.com/location/gowanus/,13478349066,"https://www.google.com/maps/place/Bouldering+Project+Brooklyn/@40.679661,-73.98424,15z/data=!4m6!3m5!1s0x89c25a54c112a4df:0x98fbecd81ba1563b!8m2!3d40.679661!4d-73.98424!16s%2Fg%2F1tct9msh?entry=ttu","Bouldering, Top Rope, Lead, Auto Belay",NA,NA,Yes,,NA,NA,Adjustable,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adjustable,,,NA,NA,NA,"Free Weights, Yoga Studio",random extra boards?,NA
2024-03-01T10:46:49Z,gus.lipkin@gmail.com,Boston Bouldering Project,https://boulderingproject.com/location/somerville/,16176236700,"https://www.google.com/maps/place/Bouldering+Project/@42.3817706,-71.1162273,15z/data=!3m2!4b1!5s0x89e37737ab4b95c9:0x7ae24c16e01080a2!4m6!3m5!1s0x89e377365810bec3:0xfe4e83648f71541a!8m2!3d42.3817711!4d-71.1059276!16s%2Fg%2F12ml2y0mf?entry=ttu","Bouldering, Top Rope, Lead, Auto Belay",NA,NA,Yes,,NA,NA,Adjustable,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Adjustable,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Weight Machines, Yoga Studio",Two kilter boards?,NA
2024-03-01T10:29:55Z,gus.lipkin@gmail.com,Austin Bouldering Project - Westgate,https://boulderingproject.com/location/westgate/,17372370899,"https://www.google.com/maps/place/Austin+Bouldering+Project+-+Westgate/@30.230762,-97.799361,17z/data=!3m1!4b1!4m6!3m5!1s0x865b4b7681d5db29:0xb123b7a5a7647f60!8m2!3d30.230762!4d-97.799361!16s%2Fg%2F11p0wdc5tw?entry=ttu",Bouldering,NA,NA,Yes,,NA,NA,Adjustable,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Yoga Studio",8x12 adjustable grasshopper,NA
2024-03-01T10:24:16Z,gus.lipkin@gmail.com,Austin Bouldering Project - Springdale,https://boulderingproject.com/location/springdale/,15126454633,"https://www.google.com/maps/place/Austin+Bouldering+Project+-+Springdale/@30.2307982,-97.8820133,11.99z/data=!4m6!3m5!1s0x8644b678e512c951:0xda1a7b96f97800bf!8m2!3d30.2631898!4d-97.6962578!16s%2Fg%2F11b6b8yf4j?entry=ttu","Bouldering, Treadwall",NA,NA,No,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Cardio Machines, Free Weights, Yoga Studio",NA,NA
2024-02-29T16:59:39Z,gus.lipkin@gmail.com,Rock Spot Climbing: Wallingford,https://wallingford.rockspotclimbing.com/,12032657880,"https://www.google.com/maps/place/Rock+Spot+Climbing:+Wallingford/@41.4549496,-72.8452131,15z/data=!3m1!4b1!4m6!3m5!1s0x89e7cef11c4db72b:0x89fc2c66ae083c07!8m2!3d41.4549501!4d-72.8349134!16s%2Fg%2F1tkmnl8n?entry=ttu","Bouldering, Top Rope, Lead, Auto Belay",NA,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA
